Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,2,12,-10,0.85,-0.0,21.9,48.8
2017-2019,31,26,5,0.92,0.0,21.9,63.0
2018-2020,27,24,4,0.9,0.0,26.4,91.7
2019-2021,50,66,-17,0.89,-0.1,26.4,95.2
2020-2022,37,7,30,0.86,0.2,26.4,100.6
2021-2023,19,22,-3,0.82,-0.1,24.4,114.2
2022-2024,7,35,-27,0.69,-0.5,23.7,104.2
2023-2025,47,81,-34,0.4,-0.6,23.7,152.0
2024-2026,-39,75,-114,0.34,-1.4,54.3,94.1
