Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,13,12,1,0.22,0.0,9.8,22.6
2017-2019,50,26,24,0.17,0.2,9.8,30.0
2018-2020,34,24,10,0.62,0.1,32.3,30.0
2019-2021,23,66,-44,0.65,-0.6,32.3,31.6
2020-2022,-20,7,-28,0.63,-0.4,32.3,30.5
2021-2023,-8,22,-30,0.4,-0.4,22.6,27.4
2022-2024,-1,35,-36,0.38,-0.5,22.6,30.6
2023-2025,28,81,-53,0.19,-0.9,14.9,34.3
2024-2026,62,52,10,0.07,0.2,8.9,36.9
