Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,11,12,-1,0.76,,27.7,6.9
2017-2019,48,26,22,0.65,0.1,27.7,10.8
2018-2020,4,24,-20,1.02,-0.1,44.4,11.6
2019-2021,91,66,24,1.06,0.1,44.4,16.8
2020-2022,0,7,-8,1.12,-0.0,44.4,13.1
2021-2023,50,22,27,1.04,0.4,35.0,19.9
2022-2024,52,35,18,1.02,0.3,30.7,23.2
2023-2025,26,81,-55,0.69,-1.2,30.4,20.7
2024-2026,-41,52,-93,0.55,-2.4,30.4,18.8
