Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,7,9,-1,0.85,,15.5,12.5
2017-2019,37,25,12,0.71,0.0,15.5,17.6
2018-2020,71,24,48,0.78,0.1,15.5,25.4
2019-2021,51,64,-13,0.75,-0.2,14.5,26.2
2020-2022,-60,5,-65,0.82,-0.0,46.1,13.9
2021-2023,-56,18,-74,0.86,-0.0,46.1,15.7
2022-2024,-67,29,-96,0.91,-0.0,41.6,15.0
2023-2025,-3,75,-79,0.67,-0.0,30.8,14.4
