Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-8,12,-20,1.08,-0.0,25.9,61.4
2017-2019,18,26,-7,0.91,-0.0,25.9,81.2
2018-2020,19,24,-5,0.92,-0.0,41.4,74.7
2019-2021,-22,66,-88,0.85,-0.1,67.5,58.4
2020-2022,-72,7,-79,0.98,-0.1,83.6,23.5
2021-2023,-109,22,-131,1.25,-0.4,83.6,28.2
2022-2024,-49,35,-84,1.37,-0.3,64.2,26.2
2023-2025,102,81,21,1.6,0.2,39.5,71.5
2024-2026,110,52,58,1.44,0.4,34.5,69.0
