Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-3,12,-15,1.14,-0.0,25.2,23.5
2017-2019,-25,26,-51,1.14,-0.0,25.2,26.8
2018-2020,-9,24,-33,1.15,-0.0,39.8,28.9
2019-2021,28,66,-39,1.1,-0.0,39.8,28.9
2020-2022,5,7,-3,1.0,-0.0,38.3,21.3
2021-2023,-19,22,-42,0.76,-0.0,32.5,22.2
2022-2024,35,35,0,0.73,0.0,30.7,33.0
2023-2025,11,81,-70,0.86,-0.1,31.4,24.2
2024-2026,19,71,-53,0.94,-0.1,40.3,22.3
