Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,66,12,53,1.05,0.1,11.7,124.8
2017-2019,67,26,41,1.04,0.4,11.7,149.9
2018-2020,55,24,31,0.9,0.6,29.8,189.0
2019-2021,82,66,16,0.83,0.3,29.8,242.9
2020-2022,3,7,-4,0.81,-0.1,29.0,189.5
2021-2023,-55,22,-77,0.73,-1.6,26.8,190.0
2022-2024,-42,35,-77,0.67,-1.7,21.8,195.2
2023-2025,7,81,-74,0.31,-1.5,19.2,216.2
2024-2026,-17,47,-64,0.24,-1.4,20.6,187.2
