Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,31,12,18,0.51,0.0,16.9,20.6
2017-2019,36,26,10,0.4,0.0,12.1,22.8
2018-2020,20,24,-4,0.83,-0.0,46.8,22.4
2019-2021,13,66,-53,0.96,-0.1,46.8,25.1
2020-2022,5,7,-2,0.96,-0.0,46.8,24.8
2021-2023,47,22,25,0.83,0.2,26.7,29.9
2022-2024,49,35,14,0.7,0.1,26.5,34.5
2023-2025,91,81,10,0.32,0.3,12.8,40.7
2024-2026,93,75,18,0.25,0.4,18.5,47.9
