Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2018-2020,-276,24,-300,0.85,-0.5,69.0,13.7
2019-2021,164,66,98,0.99,0.2,70.5,51.6
2020-2022,24,7,17,1.17,0.0,81.0,21.1
2021-2023,0,22,-23,1.49,-0.0,81.0,38.2
2022-2024,336,35,301,1.36,0.0,63.3,129.2
2023-2025,294,81,214,1.31,0.0,48.7,114.3
2024-2026,178,43,135,1.52,0.1,66.7,88.8
