Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-26,9,-34,1.51,,26.4,12.7
2017-2019,-48,25,-73,1.19,-0.1,26.4,17.4
2018-2020,-2,24,-26,0.79,-0.1,25.8,17.3
2019-2021,-4,64,-68,0.69,-0.2,25.8,14.6
2020-2022,23,5,18,0.63,0.1,18.2,16.0
2021-2023,-9,18,-27,0.59,-0.1,28.8,12.5
2022-2024,-3,29,-32,0.52,-0.1,28.8,13.8
2023-2025,22,75,-54,0.52,-0.2,28.8,19.7
