Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2022-2024,837,35,802,2.12,0.2,80.1,5.1
2023-2025,1088,81,1007,2.95,1.3,69.7,7.4
2024-2026,912,72,841,3.03,1.0,76.9,7.1
