Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-1,12,-13,0.84,-0.0,14.9,52.0
2017-2019,29,26,3,0.62,0.0,12.3,71.5
2018-2020,32,24,8,0.77,0.0,28.6,75.9
2019-2021,38,66,-29,0.78,-0.4,28.6,86.1
2020-2022,11,7,4,0.72,0.0,28.6,86.5
2021-2023,28,22,6,0.52,0.1,18.4,94.0
2022-2024,-22,35,-57,0.46,-0.9,19.7,77.5
2023-2025,-27,81,-108,0.2,-1.8,22.2,69.9
2024-2026,-32,71,-103,0.04,-1.3,22.3,77.7
