Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,57,12,45,1.0,0.0,27.8,14.5
2017-2019,169,26,144,1.06,0.1,27.8,27.7
2018-2020,229,24,205,1.07,2.6,46.9,41.6
2019-2021,148,66,82,1.07,1.5,46.9,46.8
2020-2022,-19,7,-27,1.19,-0.4,46.9,38.3
2021-2023,49,22,27,1.36,0.5,44.7,61.1
2022-2024,-30,35,-65,1.37,-1.1,53.0,45.7
2023-2025,-109,81,-189,1.17,-2.0,65.8,24.8
2024-2026,-251,72,-323,1.21,-0.8,71.3,15.2
