Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,10,12,-2,0.67,-0.0,13.8,9.8
2017-2019,-2,26,-28,0.79,-0.1,16.4,9.1
2018-2020,0,24,-24,0.6,-0.0,24.9,11.0
2019-2021,29,66,-37,0.59,-0.1,24.9,12.6
2020-2022,23,7,16,0.6,0.0,23.9,10.7
2021-2023,-3,22,-26,0.72,-0.2,23.9,10.1
2022-2024,2,35,-33,0.63,-0.1,28.6,12.1
2023-2025,97,81,16,0.65,0.0,26.2,18.8
2024-2026,92,78,14,0.62,0.0,29.8,17.3
