Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-54,12,-66,0.87,-0.0,43.9,38.3
2017-2019,-22,26,-48,1.01,-0.0,43.9,58.7
2018-2020,25,24,2,1.2,0.0,53.6,56.8
2019-2021,38,66,-29,1.25,-0.1,53.6,62.1
2020-2022,2,7,-6,1.16,-0.0,53.6,55.1
2021-2023,79,22,57,1.0,0.2,37.8,107.4
2022-2024,162,35,127,1.04,0.6,34.6,175.9
2023-2025,335,81,255,1.12,3.1,21.1,324.9
