Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,16,12,4,0.53,0.0,19.5,13.7
2017-2019,62,26,37,0.52,0.1,19.5,19.5
2018-2020,37,24,13,0.78,0.0,39.2,19.4
2019-2021,119,66,53,0.84,0.3,39.2,34.3
2020-2022,120,7,113,0.78,0.7,36.7,40.3
2021-2023,112,22,90,0.63,1.6,20.8,42.3
2022-2024,62,35,27,0.56,0.8,20.8,52.4
2023-2025,29,81,-52,0.33,-1.6,21.4,55.5
2024-2026,-28,75,-103,0.24,-2.5,31.0,48.4
