Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-16,12,-28,0.72,-0.0,22.3,11.5
2017-2019,17,26,-9,0.86,-0.0,22.3,14.9
2018-2020,4,24,-20,1.01,-0.0,59.3,13.2
2019-2021,25,66,-42,1.05,-0.0,59.3,14.3
2020-2022,-35,7,-42,0.98,-0.1,56.4,8.6
2021-2023,-40,22,-63,0.91,-0.1,41.5,7.2
2022-2024,-31,35,-66,0.91,-0.1,40.1,7.9
2023-2025,53,81,-28,1.03,-0.0,38.7,11.6
2024-2026,74,47,27,0.95,0.0,24.9,12.9
