Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,96,12,84,1.14,0.1,44.0,3.5
2017-2019,54,26,28,1.16,0.1,51.9,3.2
2018-2020,29,24,5,0.97,0.0,51.9,4.5
2019-2021,-82,66,-149,0.96,-1.2,54.9,3.2
2020-2022,4,7,-4,1.0,-0.0,57.7,4.4
2021-2023,-28,22,-50,1.05,-0.4,57.7,6.5
2022-2024,143,35,108,1.08,0.8,34.4,8.0
2023-2025,207,81,126,1.06,1.3,51.7,12.5
2024-2026,21,75,-53,1.34,-0.5,66.0,8.2
