Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,77,12,65,1.19,0.0,16.2,10.6
2017-2019,104,26,78,1.35,1.0,22.1,17.5
2018-2020,125,24,101,1.04,1.5,25.5,22.6
2019-2021,175,66,108,1.05,2.1,25.5,35.3
2020-2022,69,7,61,1.02,1.3,35.7,29.2
2021-2023,-43,22,-65,1.14,-1.3,36.4,27.2
2022-2024,-72,35,-106,1.2,-2.1,34.3,27.4
2023-2025,-18,81,-99,1.33,-2.0,34.3,34.7
2024-2026,149,65,84,1.49,1.4,30.8,50.7
