Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,7,12,-5,0.59,-0.0,16.2,8.5
2017-2019,14,26,-11,0.56,-0.1,16.2,10.8
2018-2020,0,24,-24,0.93,-0.0,40.4,9.2
2019-2021,27,66,-40,0.99,-0.0,40.4,10.7
2020-2022,26,7,19,0.92,0.0,40.4,13.0
2021-2023,59,22,37,0.63,0.1,15.1,13.8
2022-2024,25,35,-10,0.58,-0.1,15.1,14.2
2023-2025,-18,81,-98,0.51,-1.9,18.1,13.3
2024-2026,-11,71,-83,0.41,-1.5,18.1,14.8
