Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,16,12,4,0.29,0.0,8.4,19.7
2017-2019,60,26,35,0.19,0.1,8.4,27.4
2018-2020,21,24,-3,0.83,-0.0,41.2,22.9
2019-2021,25,66,-41,0.92,-0.3,41.2,25.8
2020-2022,-27,7,-34,0.85,-0.3,41.2,25.8
2021-2023,10,22,-13,0.52,-0.1,20.1,23.2
2022-2024,52,35,17,0.43,0.2,20.1,34.7
2023-2025,98,81,17,0.43,0.3,13.8,42.3
2024-2026,149,73,76,0.29,1.7,10.5,50.9
