Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2017-2019,312,26,286,1.94,0.7,32.8,11.6
2018-2020,922,24,899,1.5,4.3,54.0,35.7
2019-2021,705,66,639,1.55,7.1,54.0,40.8
2020-2022,-4,7,-11,1.75,-0.1,63.3,20.0
2021-2023,-384,22,-407,2.33,-6.2,63.3,32.0
2022-2024,133,35,98,2.22,1.8,52.2,52.4
2023-2025,-213,81,-294,1.66,-4.4,73.4,16.9
2024-2026,-444,71,-516,1.39,-6.2,86.9,8.1
