Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2021-2023,13,22,-9,0.85,-0.0,19.2,34.9
2022-2024,-2,35,-37,0.84,-0.1,19.2,36.1
2023-2025,1,81,-80,0.61,-0.7,15.2,34.0
2024-2026,-15,45,-60,0.5,-0.6,16.7,30.4
