Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,22,12,10,0.86,0.0,16.1,79.1
2017-2019,29,26,3,0.95,0.0,16.1,95.5
2018-2020,-15,24,-39,0.68,-0.3,28.4,87.8
2019-2021,-10,66,-77,0.58,-0.7,28.4,88.3
2020-2022,-15,7,-22,0.52,-0.2,28.4,91.5
2021-2023,-11,22,-33,0.47,-0.3,15.8,87.7
2022-2024,-13,35,-48,0.49,-0.4,15.8,81.6
2023-2025,-27,81,-108,0.49,-0.1,31.1,69.8
2024-2026,-37,47,-84,0.46,-0.1,31.1,56.9
