Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,36,12,24,1.2,0.0,23.2,34.0
2017-2019,39,26,13,0.9,0.2,20.4,47.7
2018-2020,-17,24,-41,1.5,-0.0,79.9,24.2
2019-2021,67,66,1,1.61,0.0,79.9,37.0
2020-2022,82,7,74,1.46,0.0,79.9,41.4
2021-2023,156,22,133,0.99,2.5,23.7,44.2
2022-2024,177,35,142,0.86,3.0,23.7,63.2
2023-2025,14,81,-66,0.87,-1.8,38.8,46.3
2024-2026,66,52,14,0.81,0.4,38.8,54.0
