Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,12,12,0,0.32,-0.0,10.5,25.5
2017-2019,27,26,2,0.26,0.0,10.5,29.0
2018-2020,10,24,-14,0.71,-0.0,37.5,28.6
2019-2021,24,66,-43,0.79,-0.0,37.5,32.7
2020-2022,3,7,-5,0.75,-0.0,36.6,30.1
2021-2023,8,22,-14,0.56,-0.2,23.1,30.0
2022-2024,40,35,5,0.52,0.1,23.1,41.5
2023-2025,39,81,-42,0.52,-0.7,15.3,39.4
2024-2026,53,47,6,0.45,0.1,15.3,41.3
