Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,20,12,8,0.38,0.0,10.2,21.7
2017-2019,61,26,35,0.27,0.1,10.2,28.1
2018-2020,-10,24,-33,0.82,-0.2,43.6,17.7
2019-2021,7,66,-60,0.89,-0.0,43.6,24.0
2020-2022,-18,7,-25,0.82,-0.0,43.6,24.2
2021-2023,29,22,7,0.51,0.0,23.8,21.2
2022-2024,3,35,-32,0.43,-0.4,23.8,23.0
2023-2025,27,81,-54,0.23,-1.0,14.4,25.9
2024-2026,62,52,10,0.1,0.2,11.9,29.3
