Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,18,12,6,0.21,0.0,7.6,19.5
2017-2019,38,26,13,0.18,0.2,8.2,22.9
2018-2020,33,24,9,0.86,0.1,39.9,21.4
2019-2021,42,66,-25,0.95,-0.3,39.9,24.8
2020-2022,22,7,15,0.86,0.2,39.9,24.4
2021-2023,25,22,3,0.48,0.1,21.9,22.9
2022-2024,10,35,-25,0.42,-0.6,21.9,25.1
2023-2025,24,81,-57,0.3,-1.4,14.6,26.8
2024-2026,57,47,10,0.19,0.3,9.5,30.5
