Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-8,12,-20,0.9,-0.0,25.3,13.6
2017-2019,15,26,-10,0.81,-0.0,15.1,17.1
2018-2020,19,24,-5,0.92,-0.0,30.3,21.5
2019-2021,87,66,21,0.93,0.0,30.3,30.7
2020-2022,142,7,134,0.78,0.3,30.3,46.3
2021-2023,154,22,131,0.43,2.2,13.7,57.1
2022-2024,142,35,107,0.29,2.7,23.4,70.3
2023-2025,184,81,103,0.13,2.9,23.4,101.2
2024-2026,180,52,128,0.1,3.2,23.4,115.3
