Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2018-2020,594,24,570,1.82,4.6,73.1,52.2
2019-2021,391,66,325,1.8,3.3,73.1,50.5
2020-2022,-282,7,-290,2.25,-1.6,98.7,1.0
2021-2023,-601,22,-623,3.2,-0.7,98.7,11.5
2022-2024,225,35,190,3.3,0.2,97.1,44.3
2023-2025,1127,81,1046,2.84,1.1,52.4,92.0
2024-2026,634,47,587,2.38,3.3,42.8,63.5
