Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,20,12,8,0.95,0.0,22.0,0.0
2017-2019,24,26,-2,0.95,-0.0,22.0,0.0
2018-2020,-28,24,-52,1.1,-0.1,50.2,0.0
2019-2021,-3,66,-69,1.13,-0.2,50.2,0.0
2020-2022,-8,7,-15,1.04,-0.0,50.2,0.0
2021-2023,36,22,14,0.82,0.1,14.9,0.0
2022-2024,41,35,6,0.75,0.0,14.9,0.0
2023-2025,95,81,14,0.8,0.3,14.7,0.0
2024-2026,100,75,25,0.87,0.6,15.8,0.0
