Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,19,12,7,0.83,0.0,11.2,184.5
2017-2019,31,26,5,0.82,0.0,11.2,243.4
2018-2020,65,24,41,0.99,0.0,40.2,304.9
2019-2021,25,66,-42,1.01,-0.2,40.2,260.6
2020-2022,-60,7,-67,1.07,-0.0,47.4,146.2
2021-2023,-77,22,-100,1.11,-0.0,47.4,151.9
2022-2024,-23,35,-58,1.04,-0.0,38.7,187.4
2023-2025,11,81,-70,0.96,-0.1,27.6,191.4
2024-2026,2,71,-69,0.88,-0.1,27.6,161.8
