Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,4,12,-8,1.25,-0.0,23.3,46.4
2017-2019,11,26,-14,1.19,-0.1,23.3,63.1
2018-2020,-1,24,-25,1.49,-0.0,58.0,60.6
2019-2021,88,66,22,1.53,0.0,58.0,89.0
2020-2022,-7,7,-15,1.48,-0.0,58.0,57.0
2021-2023,35,22,13,1.3,0.1,40.0,80.4
2022-2024,43,35,8,1.28,0.1,37.3,109.4
2023-2025,152,81,71,1.4,1.0,27.7,148.7
2024-2026,86,77,8,1.36,0.2,31.3,134.4
