Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-2,12,-14,0.73,-0.0,24.8,108.2
2017-2019,41,26,15,0.79,0.0,22.6,133.6
2018-2020,13,24,-11,0.67,-0.0,29.6,129.1
2019-2021,35,66,-31,0.63,-0.1,29.6,129.8
2020-2022,20,7,13,0.5,0.1,29.6,149.7
2021-2023,-19,22,-41,0.32,-0.1,30.0,106.8
2022-2024,-4,35,-39,0.28,-0.1,36.6,117.7
2023-2025,-4,81,-85,0.31,-0.2,32.7,112.2
2024-2026,58,71,-13,0.25,-0.0,26.4,126.8
