Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,10,12,-2,0.84,-0.0,16.3,34.4
2017-2019,11,26,-14,0.74,-0.0,26.1,33.0
2018-2020,-24,24,-48,0.85,-0.0,32.6,27.9
2019-2021,16,66,-51,0.89,-0.0,32.6,38.6
2020-2022,-17,7,-24,0.92,-0.0,35.7,26.9
2021-2023,-21,22,-43,0.99,-0.0,43.9,20.7
2022-2024,-28,35,-63,0.9,-0.0,41.1,21.6
2023-2025,-25,81,-106,0.79,-0.0,40.2,17.3
2024-2026,-1,52,-53,0.62,-0.0,33.0,17.6
