Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,36,12,24,0.6,0.0,11.7,74.2
2017-2019,76,26,51,0.35,0.1,12.1,107.8
2018-2020,33,24,9,0.81,0.2,29.4,105.3
2019-2021,59,66,-7,0.86,-0.2,29.4,137.2
2020-2022,-33,7,-40,0.91,-0.7,32.1,99.4
2021-2023,-18,22,-40,0.81,-0.4,34.1,101.3
2022-2024,-45,35,-80,0.71,-0.6,34.1,86.0
2023-2025,-24,81,-105,0.24,-0.8,24.5,82.4
2024-2026,-2,47,-49,0.01,-0.5,24.2,84.8
