Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,102,12,90,1.47,0.3,23.4,14.3
2017-2019,116,26,91,1.5,1.0,23.4,22.5
2018-2020,253,24,230,0.99,3.3,26.6,43.5
2019-2021,109,66,42,0.94,1.1,26.6,40.8
2020-2022,-61,7,-69,0.99,-1.3,53.4,25.8
2021-2023,-196,22,-218,1.26,-3.8,53.4,30.8
2022-2024,-87,35,-122,1.18,-2.0,34.7,33.6
2023-2025,16,81,-65,0.85,-1.2,29.2,35.7
2024-2026,-49,71,-120,0.69,-2.0,49.3,30.2
