Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,16,12,3,1.18,0.0,23.3,32.6
2017-2019,13,26,-13,1.08,-0.1,22.9,38.2
2018-2020,-32,24,-56,1.25,-0.1,65.1,26.3
2019-2021,-14,66,-81,1.32,-0.1,65.1,25.5
2020-2022,-38,7,-46,1.33,-0.0,64.2,21.5
2021-2023,10,22,-12,1.27,-0.0,34.8,26.3
2022-2024,56,35,21,1.27,0.0,34.8,39.5
2023-2025,74,81,-7,1.51,-0.0,47.1,45.3
2024-2026,46,52,-6,1.66,-0.0,47.1,38.6
