Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,12,12,0,1.3,-0.0,32.5,12.7
2017-2019,32,26,7,1.24,0.0,32.5,19.6
2018-2020,32,24,8,1.39,0.0,63.8,26.9
2019-2021,94,66,27,1.46,0.1,63.8,34.1
2020-2022,-6,7,-13,1.51,-0.0,62.6,19.2
2021-2023,-77,22,-100,1.54,-0.2,51.9,18.5
2022-2024,-98,35,-133,1.5,-0.1,50.2,12.5
2023-2025,-43,81,-124,1.25,-0.0,48.7,15.7
2024-2026,-24,71,-96,1.27,-0.0,38.4,12.0
