Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,15,12,3,0.91,0.0,28.9,1.5
2017-2019,18,26,-8,0.93,-0.0,30.7,1.8
2018-2020,8,24,-15,1.21,-0.0,38.5,1.9
2019-2021,108,66,41,1.31,0.1,38.5,3.5
2020-2022,136,7,129,1.24,0.4,38.5,4.1
2021-2023,277,22,254,1.1,3.5,22.9,7.2
2022-2024,574,35,540,1.22,8.9,19.1,15.0
2023-2025,1321,81,1240,1.77,23.9,45.8,32.9
2024-2026,1899,52,1847,1.99,31.6,45.8,49.6
