Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2018-2020,25,24,2,0.94,0.0,49.4,18.2
2019-2021,81,66,15,1.0,0.1,49.4,27.8
2020-2022,-20,7,-28,1.0,-0.1,49.4,18.2
2021-2023,10,22,-13,0.84,-0.1,27.0,20.9
2022-2024,-42,35,-77,0.84,-0.8,27.0,19.6
2023-2025,-17,81,-97,0.65,-1.1,20.7,17.0
2024-2026,-29,52,-81,0.46,-0.9,21.0,15.4
