Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,6,12,-6,0.16,-0.0,11.4,50.5
2017-2019,68,26,43,0.15,0.1,11.4,73.3
2018-2020,77,24,53,0.77,0.2,37.0,70.7
2019-2021,83,66,17,0.85,0.3,37.0,78.9
2020-2022,36,7,29,0.78,0.6,37.0,82.2
2021-2023,66,22,43,0.45,1.1,22.8,80.7
2022-2024,68,35,33,0.37,0.9,22.8,94.7
2023-2025,71,81,-10,0.14,-0.4,14.5,100.3
2024-2026,57,78,-21,-0.04,-0.9,14.5,106.6
