Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,33,12,21,0.87,0.0,20.5,11.6
2017-2019,-1,26,-27,0.81,-0.4,22.7,10.7
2018-2020,52,24,29,0.72,0.3,22.7,18.9
2019-2021,16,66,-50,0.73,-0.5,22.7,16.5
2020-2022,27,7,19,0.69,0.2,24.0,17.6
2021-2023,7,22,-15,0.67,-0.2,24.9,21.1
2022-2024,47,35,12,0.57,0.2,24.9,22.4
2023-2025,74,81,-7,0.41,-0.2,24.9,29.0
2024-2026,23,47,-24,0.35,-0.7,17.5,26.0
