Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,16,12,3,1.05,0.0,18.3,6.9
2017-2019,63,26,37,0.91,0.0,18.3,10.7
2018-2020,23,24,-1,1.03,-0.0,42.4,10.0
2019-2021,40,66,-27,1.03,-0.3,42.4,11.4
2020-2022,-44,7,-51,1.04,-0.2,42.4,9.1
2021-2023,16,22,-7,1.01,-0.0,30.8,10.9
2022-2024,6,35,-29,0.98,-0.1,22.6,11.3
2023-2025,44,81,-37,0.82,-0.3,21.1,13.7
2024-2026,20,52,-32,0.67,-0.5,18.7,12.6
