Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,9,12,-3,1.31,-0.0,28.6,15.3
2017-2019,28,26,3,1.49,0.0,28.6,25.1
2018-2020,91,24,67,1.18,0.5,37.7,44.8
2019-2021,311,66,244,1.23,2.6,37.7,82.5
2020-2022,20,7,13,1.48,0.1,58.9,34.9
2021-2023,-31,22,-54,2.15,-0.5,59.5,56.9
2022-2024,80,35,45,2.29,0.4,52.6,104.2
2023-2025,115,81,34,2.49,0.3,60.5,80.2
2024-2026,511,75,436,2.66,4.3,60.5,216.3
