Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,6,12,-7,1.11,-0.0,22.3,26.7
2017-2019,22,26,-4,1.12,-0.0,22.3,36.8
2018-2020,42,24,18,1.19,0.1,43.5,46.7
2019-2021,116,66,49,1.21,0.5,43.5,67.1
2020-2022,60,7,52,1.11,0.7,43.5,61.0
2021-2023,129,22,107,0.97,2.0,24.0,93.5
2022-2024,174,35,140,1.07,2.7,19.1,128.9
2023-2025,140,81,60,1.41,1.5,33.8,123.7
2024-2026,96,45,51,1.5,1.3,33.8,145.3
