Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2020-2022,61,7,54,0.92,0.1,28.1,39.3
2021-2023,-16,22,-39,0.7,-0.5,24.4,32.0
2022-2024,-7,35,-42,0.65,-0.4,24.4,38.1
2023-2025,-19,81,-100,0.69,-1.0,23.5,44.8
2024-2026,55,73,-18,0.56,-0.2,18.8,50.9
