Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,23,12,11,1.06,0.0,16.0,105.3
2017-2019,44,26,18,0.93,0.0,14.3,130.4
2018-2020,23,24,-1,0.82,-0.0,21.5,124.4
2019-2021,22,66,-44,0.77,-0.2,21.5,121.7
2020-2022,27,7,19,0.64,0.2,19.5,142.1
2021-2023,24,22,1,0.42,0.0,20.5,155.8
2022-2024,16,35,-19,0.43,-0.3,21.5,141.0
2023-2025,53,81,-28,0.51,-0.5,21.5,177.1
2024-2026,70,78,-8,0.49,-0.1,21.5,225.2
