Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2021-2023,-17,22,-40,2.22,-0.1,50.1,4.6
2022-2024,83,35,48,2.24,0.0,48.1,5.5
2023-2025,-22,81,-103,2.32,-0.0,62.0,2.2
2024-2026,-43,73,-117,2.0,-0.0,74.1,1.7
