Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,2,12,-10,0.99,-0.0,15.6,22.4
2017-2019,31,26,5,0.9,0.0,15.6,29.2
2018-2020,28,24,4,0.94,0.0,43.4,31.6
2019-2021,62,66,-4,0.95,-0.0,43.4,37.8
2020-2022,2,7,-5,0.99,-0.0,40.5,27.6
2021-2023,7,22,-16,1.07,-0.1,33.3,32.8
2022-2024,-37,35,-72,1.02,-0.3,27.4,26.2
2023-2025,-24,81,-105,0.95,-0.1,28.1,22.4
2024-2026,-20,71,-92,0.91,-0.1,27.3,25.4
