Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,9,12,-4,0.68,-0.0,30.8,10.9
2017-2019,90,26,65,0.78,0.1,30.8,21.2
2018-2020,197,24,173,0.83,0.8,49.6,35.2
2019-2021,179,66,112,0.86,1.3,49.6,44.3
2020-2022,31,7,24,0.99,0.3,49.6,35.2
2021-2023,45,22,23,1.13,0.4,35.3,58.0
2022-2024,149,35,114,1.09,2.3,27.1,76.5
2023-2025,-31,81,-112,0.88,-2.3,54.5,46.9
2024-2026,-155,42,-197,0.94,-4.1,54.5,40.8
