Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,9,9,1,1.04,,27.8,6.3
2017-2019,33,25,8,1.1,0.0,31.5,7.1
2018-2020,-14,24,-38,1.1,-0.0,47.5,6.3
2019-2021,5,64,-59,1.14,-0.0,47.5,7.2
2020-2022,-3,5,-8,1.18,-0.0,47.5,6.4
2021-2023,44,18,26,1.26,0.0,31.3,8.7
2022-2024,122,29,93,1.23,0.0,31.3,14.0
2023-2025,216,75,140,1.29,1.2,35.7,21.4
