Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-20,12,-32,1.39,-0.0,48.9,28.3
2017-2019,5,26,-21,1.61,-0.0,48.9,47.6
2018-2020,102,24,78,1.02,0.0,48.5,118.7
2019-2021,110,66,44,0.94,0.0,39.5,94.6
2020-2022,24,7,16,0.92,0.0,59.5,75.8
2021-2023,-189,22,-212,1.2,-0.0,68.9,39.0
2022-2024,-105,35,-140,1.17,-0.0,63.7,46.8
2023-2025,-73,81,-154,1.03,-0.1,58.3,38.8
2024-2026,38,69,-31,0.84,-0.0,35.4,43.6
