Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2021-2023,-90,22,-113,1.98,-0.1,57.3,12.8
2022-2024,108,35,73,2.05,0.1,43.2,19.8
2023-2025,202,81,121,2.38,0.2,45.3,33.6
2024-2026,62,65,-3,2.34,-0.0,51.7,19.6
