Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,27,12,15,1.02,0.0,19.1,9.4
2017-2019,47,26,21,1.05,0.2,19.1,12.9
2018-2020,16,24,-7,0.92,-0.1,34.5,14.9
2019-2021,55,66,-11,0.92,-0.2,34.5,17.7
2020-2022,27,7,20,0.87,0.3,34.5,17.1
2021-2023,1,22,-21,0.83,-0.4,23.6,16.2
2022-2024,-20,35,-55,0.82,-0.9,18.8,15.7
2023-2025,-52,81,-133,0.86,-2.0,29.0,13.3
2024-2026,-11,52,-63,0.88,-0.8,29.0,14.6
