Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,17,12,5,0.66,0.0,12.1,21.0
2017-2019,51,26,26,0.53,0.0,12.1,31.2
2018-2020,70,24,46,0.67,0.1,34.4,35.6
2019-2021,110,66,43,0.71,1.0,34.4,52.1
2020-2022,30,7,23,0.7,0.5,34.4,49.6
2021-2023,100,22,77,0.66,1.9,21.7,61.3
2022-2024,70,35,35,0.64,0.9,14.5,67.2
2023-2025,-2,81,-83,0.54,-2.2,38.5,55.3
2024-2026,-98,75,-173,0.43,-2.4,62.0,45.5
