Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,20,12,8,0.93,0.0,19.5,7.5
2017-2019,36,26,10,0.93,0.0,19.5,10.0
2018-2020,45,24,21,1.0,0.2,32.6,12.4
2019-2021,104,66,38,0.99,0.6,32.6,18.2
2020-2022,26,7,19,0.93,0.3,32.6,15.0
2021-2023,51,22,28,0.79,0.6,24.5,17.9
2022-2024,0,35,-35,0.79,-0.8,19.6,18.0
2023-2025,-69,81,-150,0.65,-2.1,43.8,10.9
