Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,68,12,56,1.47,0.3,23.1,89.9
2017-2019,94,26,69,1.47,1.1,23.1,131.1
2018-2020,107,24,84,1.2,1.8,24.9,198.8
2019-2021,103,66,37,1.15,0.8,24.9,225.4
2020-2022,-66,7,-73,1.23,-0.9,57.5,133.8
2021-2023,4,22,-18,1.49,-0.2,57.5,237.2
2022-2024,-83,35,-118,1.45,-1.2,46.2,176.8
2023-2025,-33,81,-114,1.17,-1.4,45.1,139.1
2024-2026,-168,71,-239,0.84,-0.3,64.2,99.5
