Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,21,12,9,1.01,0.0,14.9,437.7
2017-2019,13,26,-12,1.02,-0.1,14.9,485.5
2018-2020,-8,24,-32,0.93,-0.0,28.1,497.0
2019-2021,35,66,-32,0.88,-0.0,28.1,640.9
2020-2022,27,7,19,0.84,0.0,28.1,662.2
2021-2023,43,22,20,0.74,0.3,23.8,764.5
2022-2024,39,35,4,0.7,0.1,23.8,971.6
2023-2025,58,81,-23,0.56,-0.7,13.9,1077.5
2024-2026,25,76,-51,0.42,-1.5,13.9,1080.4
