Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2022-2024,112,35,77,0.39,0.1,64.8,4.4
2023-2025,486,81,405,1.9,0.4,64.8,14.7
2024-2026,181,75,106,2.82,0.1,78.2,8.2
