Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,18,12,6,0.43,0.0,13.7,18.5
2017-2019,22,26,-4,0.44,-0.0,13.7,18.4
2018-2020,37,24,13,0.32,0.0,16.3,24.2
2019-2021,9,66,-57,0.23,-0.7,19.8,20.9
2020-2022,-18,7,-26,0.29,-0.1,30.7,16.9
2021-2023,-47,22,-69,0.31,-0.1,29.5,17.1
2022-2024,3,35,-32,0.38,-0.0,29.0,19.5
2023-2025,-27,81,-108,0.24,-0.1,33.9,12.1
2024-2026,-23,47,-70,0.2,-0.0,33.9,13.0
