Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,26,12,14,0.76,0.0,24.9,18.6
2017-2019,58,26,32,0.72,0.0,24.9,23.6
2018-2020,44,24,20,0.89,0.0,39.1,24.4
2019-2021,85,66,19,0.88,0.0,39.1,38.1
2020-2022,97,7,90,0.82,0.2,36.8,45.5
2021-2023,109,22,86,0.57,1.9,22.5,51.2
2022-2024,90,35,55,0.53,1.4,22.5,64.0
2023-2025,86,81,5,0.29,0.2,17.4,73.8
2024-2026,26,78,-52,0.22,-1.5,21.3,73.0
