Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,30,12,18,0.99,0.1,16.0,0.0
2017-2019,45,26,19,1.02,0.3,16.0,0.0
2018-2020,44,24,20,0.91,0.3,32.1,0.0
2019-2021,60,66,-6,0.88,-0.1,32.1,0.0
2020-2022,-5,7,-12,0.89,-0.2,32.1,0.0
2021-2023,-32,22,-55,0.91,-0.9,24.7,0.0
2022-2024,-22,35,-57,0.87,-0.9,22.1,0.0
2023-2025,4,81,-77,0.74,-1.3,21.1,0.0
2024-2026,-15,77,-92,0.65,-1.8,24.4,0.0
