Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2019-2021,346,66,279,0.77,0.2,48.4,51.7
2020-2022,20,7,12,1.09,0.1,67.9,18.0
2021-2023,-100,22,-122,1.89,-0.5,72.5,35.6
2022-2024,-181,35,-216,1.96,-0.9,65.0,29.0
2023-2025,68,81,-13,1.56,-0.1,37.4,36.2
2024-2026,-128,52,-180,1.45,-2.3,56.8,24.7
